1;http://google.com;2019-01-29
2;http://youtube.com;2019-01-29
3;http://google.com.br;2019-01-29
4;http://facebook.com;2019-01-29
5;http://globo.com;2019-01-29
6;http://mercadolivre.com.br;2019-01-29
7;http://live.com;2019-01-29
8;http://uol.com.br;2019-01-29
9;http://netflix.com;2019-01-29
10;http://yahoo.com;2019-01-29
11;http://blogspot.com;2019-01-29
12;http://instagram.com;2019-01-29
13;http://wikipedia.org;2019-01-29
14;http://whatsapp.com;2019-01-29
15;http://twitter.com;2019-01-29
16;http://olx.com.br;2019-01-29
17;http://xvideos.com;2019-01-29
18;http://metropoles.com;2019-01-29
19;http://americanas.com.br;2019-01-29
20;http://caixa.gov.br;2019-01-29
21;http://msn.com;2019-01-29
22;http://reclameaqui.com.br;2019-01-29
23;http://bet365.com;2019-01-29
24;http://aliexpress.com;2019-01-29
25;http://fatosdesconhecidos.com.br;2019-01-29
26;http://popads.net;2019-01-29
27;http://microsoft.com;2019-01-29
28;http://fbcdn.net;2019-01-29
29;http://fazenda.gov.br;2019-01-29
30;http://twitch.tv;2019-01-29
31;http://folha.uol.com.br;2019-01-29
32;http://abril.com.br;2019-01-29
33;http://correios.com.br;2019-01-29
34;http://t.co;2019-01-29
35;http://linkedin.com;2019-01-29
36;http://bol.uol.com.br;2019-01-29
37;http://amazon.com.br;2019-01-29
38;http://wordpress.com;2019-01-29
39;http://techtudo.com.br;2019-01-29
40;http://itau.com.br;2019-01-29
41;http://bb.com.br;2019-01-29
42;http://mec.gov.br;2019-01-29
43;http://pornhub.com;2019-01-29
44;http://noticias.uol.com.br;2019-01-29
45;http://pinterest.com;2019-01-29
46;http://letras.mus.br;2019-01-29
47;http://magazineluiza.com.br;2019-01-29
48;http://comandotorrents.com;2019-01-29
49;http://roblox.com;2019-01-29
50;http://thouth.net;2019-01-29
